level,timestamp,type,gameId,summonerName
9,17.934416666666667,LEVEL_UP,2677232,JDG MISSING
9,18.07835,LEVEL_UP,2677232,BLG ON
13,18.540733333333332,LEVEL_UP,2677232,JDG knight
11,18.836616666666668,LEVEL_UP,2677232,BLG Elk
10,18.899583333333332,LEVEL_UP,2677232,BLG XUN
13,19.16036666666667,LEVEL_UP,2677232,JDG 369
12,19.328683333333334,LEVEL_UP,2677232,BLG Yagao
12,19.342033333333333,LEVEL_UP,2677232,JDG Ruler
12,19.342583333333334,LEVEL_UP,2677232,JDG Kanavi
14,19.95231666666667,LEVEL_UP,2677232,JDG knight
14,20.397216666666665,LEVEL_UP,2677232,JDG 369
13,20.397216666666665,LEVEL_UP,2677232,JDG Kanavi
10,20.397216666666665,LEVEL_UP,2677232,JDG MISSING
13,20.405533333333334,LEVEL_UP,2677232,BLG Bin
13,20.54895,LEVEL_UP,2677232,JDG Ruler
11,20.864233333333335,LEVEL_UP,2677232,BLG XUN
12,21.028266666666667,LEVEL_UP,2677232,BLG Elk
15,21.124416666666665,LEVEL_UP,2677232,JDG knight
13,21.586216666666665,LEVEL_UP,2677232,BLG Yagao
10,21.700766666666667,LEVEL_UP,2677232,BLG ON
