gameTime,item,gameId,event,summonerName,itemImg
2059,Guarda-ombros de Aço,2677232,PURCHASED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3854_tank_t1_petriciteshoulderguard.png
2059,Poção de Vida,2677232,PURCHASED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
2059,Poção de Vida,2677232,PURCHASED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
2093,Sentinela Invisível,2677232,PURCHASED_ITEM,BLG Bin,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
2226,Poção de Vida,2677232,PURCHASED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
2360,Poção de Vida,2677232,PURCHASED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
2527,Lente do Oráculo,2677232,PURCHASED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3364_class_t1_oracleslens.png
2930,Filhote de Garrabrasa,2677232,PURCHASED_ITEM,JDG Kanavi,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1101_jungle_t1_scorchclawpup.png
3164,Abatedora,2677232,PURCHASED_ITEM,BLG Elk,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1083_marksman_t1_cull.png
3263,Poção de Vida,2677232,PURCHASED_ITEM,JDG Kanavi,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
3263,Escudo de Doran,2677232,PURCHASED_ITEM,JDG 369,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1054_tank_t1_doransshield.png
3399,Sentinela Invisível,2677232,PURCHASED_ITEM,JDG Kanavi,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
3498,Poção de Vida,2677232,PURCHASED_ITEM,BLG Elk,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
3531,Abatedora,2677232,PURCHASED_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1083_marksman_t1_cull.png
3599,Escudo de Doran,2677232,PURCHASED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1054_tank_t1_doransshield.png
3665,Sentinela Invisível,2677232,PURCHASED_ITEM,BLG Elk,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
3766,Poção de Vida,2677232,PURCHASED_ITEM,JDG 369,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
3799,Poção de Vida,2677232,PURCHASED_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
3933,Sentinela Invisível,2677232,PURCHASED_ITEM,JDG 369,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
3933,Sentinela Invisível,2677232,PURCHASED_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
3999,Sentinela Invisível,2677232,PURCHASED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
4132,Poção de Vida,2677232,PURCHASED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
4769,Broto de Esmagamusgo,2677232,PURCHASED_ITEM,BLG XUN,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1103_jungle_t1_mosstomperseedling.png
